Humidity (%),Pressure (hPa),Wind Speed (km/h),Dew Point (°C),Feels Like (°C),Cloud Cover (%),UV Index,Visibility (km),Solar Energy (kWh/m²),Solar Radiation (W/m²),Wind Gust (km/h),Daylight Duration (min),Month,DayOfWeek,Wind_X,Wind_Y,Humidity_Medium,Humidity_High
82.2,1000.7,18.0,24.6,31.7,82.8,3.0,15.6,6.9,80.1,41.8,724.5166666666667,9,3,-0.25038000405444183,-0.9681476403781076,False,True
88.5,1001.1,14.0,25.4,31.2,92.0,6.0,12.1,12.7,147.3,26.6,723.5166666666667,9,4,-0.05407881298477566,-0.9985366703262117,False,True
86.6,1002.4,19.8,25.6,32.5,96.9,6.0,15.6,13.0,150.3,38.2,722.5333333333333,9,5,-0.6946583704589973,-0.7193398003386512,False,True
78.7,1005.0,16.9,24.6,33.1,54.7,9.0,17.4,19.5,225.8,31.7,721.55,9,6,-0.6534206039901056,-0.7569950556517562,False,True
81.8,1004.3,11.9,25.1,33.6,79.3,8.0,14.1,17.8,205.6,24.5,720.55,9,0,-0.36974675727382905,-0.9291325715340563,False,True
86.0,1002.9,9.3,25.7,33.4,92.0,6.0,13.9,11.5,134.9,28.1,719.5666666666667,9,1,0.6755902076156602,0.7372773368101241,False,True
86.2,1001.5,16.6,25.3,31.6,94.5,6.0,12.7,13.5,156.6,34.2,718.5666666666667,10,2,0.9612616959383189,-0.27563735581699894,False,True
88.7,1001.4,27.0,25.0,29.7,99.7,3.0,10.2,5.2,60.4,54.7,717.5666666666667,10,3,-0.3370952584230822,-0.9414705448120378,False,True
81.3,1005.6,24.1,25.9,35.9,89.5,7.0,15.9,17.6,205.5,40.0,716.6,10,4,-0.6547408137173398,-0.7558534691676394,False,True
83.5,1008.1,20.5,26.0,35.7,85.8,8.0,16.4,15.4,180.1,40.0,715.6166666666667,10,5,-0.5664062369248328,-0.8241261886220157,False,True
83.4,1008.8,19.4,25.6,34.4,74.2,7.0,16.8,17.9,205.5,33.5,714.6333333333333,10,6,-0.6225146366376196,-0.7826081568524138,False,True
83.9,1009.3,11.9,25.0,32.2,55.8,8.0,17.3,20.2,232.8,24.1,713.6333333333333,10,0,-0.6333808726275503,-0.7738402097265061,False,True
84.1,1009.5,12.6,25.4,33.4,65.4,8.0,16.4,16.9,196.2,23.0,712.65,10,1,-0.7253743710122875,-0.6883545756937541,False,True
84.4,1009.8,14.4,25.4,33.1,70.0,8.0,16.8,18.4,214.5,30.2,711.6833333333333,10,2,-0.7325428987873788,-0.6807208689589177,False,True
84.2,1010.3,7.6,25.1,31.9,75.8,8.0,16.7,19.6,227.9,21.2,710.7,10,3,-0.33380685923377124,-0.9426414910921783,False,True
83.3,1009.2,7.9,25.0,32.0,86.7,8.0,15.8,17.9,207.2,22.0,709.7166666666667,10,4,0.14090123193758258,0.9900236577165575,False,True
85.2,1009.2,14.6,25.2,32.1,57.2,8.0,15.9,18.8,216.4,21.6,708.75,10,5,0.6600016679609367,0.7512641335035112,False,True
82.8,1009.1,14.4,25.1,32.2,43.5,8.0,14.9,19.8,228.1,26.3,707.7833333333333,10,6,0.5721458734455163,0.8201518758737721,False,True
89.4,1009.9,18.1,24.6,28.0,90.8,5.0,16.9,8.4,97.9,32.0,706.8166666666667,10,0,0.8141155183563192,0.5807029557109398,False,True
82.0,1009.2,18.4,24.3,31.0,40.2,7.0,16.6,17.4,200.7,33.5,705.85,10,1,0.6730125135097733,0.7396310949786097,False,True
75.1,1009.0,22.1,23.5,31.4,25.4,9.0,17.3,21.6,248.3,33.1,704.9,10,2,0.6984152854310058,0.7156927337037359,False,True
76.8,1009.4,17.6,23.9,32.0,15.3,9.0,17.4,21.2,246.6,34.6,703.95,10,3,0.693401828275813,0.7205511116803304,False,True
76.9,1010.8,19.8,24.1,32.3,57.6,8.0,17.3,19.5,226.0,34.9,703.0,10,4,0.6293203910498375,0.7771459614569709,False,True
81.0,1010.2,17.3,24.1,30.8,66.0,7.0,17.2,16.8,195.3,31.3,702.0333333333333,10,5,0.5664062369248328,0.8241261886220157,False,True
87.4,1009.3,11.0,24.7,29.2,90.0,5.0,16.1,9.9,116.5,19.8,701.1,10,6,0.6306758074312863,0.7760464070665459,False,True
84.7,1009.4,16.2,24.7,31.0,56.2,8.0,18.7,17.7,205.8,33.8,700.1666666666666,10,0,0.6971651028545646,0.7169106076504828,False,True
84.2,1009.7,23.0,25.0,31.8,41.5,8.0,16.8,16.9,196.5,43.6,699.2333333333333,10,1,0.6794413042615165,0.7337298645028764,False,True
87.3,1010.4,23.8,25.2,30.5,62.1,7.0,16.1,17.4,201.5,46.1,698.3,10,2,0.6401096994849554,0.7682835235935234,False,True
89.7,1010.4,20.9,25.0,29.0,86.0,6.0,14.9,13.1,151.3,36.7,697.3666666666667,10,3,0.5606389945632417,0.8280603346224944,False,True
87.1,1010.2,16.9,24.9,30.5,61.4,6.0,17.0,14.4,167.4,35.6,696.4666666666667,10,4,0.6170358751407488,0.7869350219613372,False,True
82.0,1009.8,15.8,24.6,31.5,33.1,8.0,17.4,18.9,217.5,28.8,695.55,10,5,0.6427876096865394,0.766044443118978,False,True
81.6,1009.9,18.0,24.5,31.3,58.7,8.0,18.1,18.1,209.5,36.4,694.6333333333333,10,6,0.7890840848346907,0.6142852000989432,False,True
89.0,1007.9,30.2,24.5,28.0,96.1,4.0,9.5,6.2,73.2,56.2,693.75,10,0,0.8090169943749475,0.5877852522924731,False,True
91.9,1004.3,40.3,25.5,29.5,94.4,3.0,7.6,6.7,75.9,75.6,692.85,10,1,0.2823414568428765,0.9593139745400575,False,True
84.7,1005.9,33.5,23.7,28.2,84.7,4.0,12.8,8.2,94.9,63.0,691.9666666666667,10,2,-0.9905094632383088,-0.13744454603714684,False,True
87.1,1009.1,21.6,24.6,29.9,58.6,6.0,17.0,12.0,138.5,39.2,691.0833333333334,10,3,-0.7682835235935233,-0.6401096994849556,False,True
81.6,1010.2,19.8,24.6,31.6,25.3,8.0,17.4,20.0,231.1,34.2,690.2,10,4,-0.6252426563357051,-0.7804304073383298,False,True
79.0,1009.9,11.2,23.9,31.2,24.9,8.0,18.2,20.0,232.0,19.4,689.35,11,5,-0.480223497443189,-0.8771461637055887,False,True
80.6,1009.8,14.6,24.9,33.2,72.3,7.0,17.2,16.8,197.1,15.5,688.5,11,6,-0.5678437450531012,-0.8231363685344419,False,True
83.0,1009.4,9.2,25.4,33.7,71.7,7.0,17.1,17.6,203.5,21.2,687.6333333333333,11,0,0.5562956155003048,0.8309844692743283,False,True
83.5,1009.4,9.0,24.7,31.2,54.3,7.0,17.2,16.9,195.0,20.5,686.8166666666667,11,1,-0.48022349744318876,0.8771461637055888,False,True
82.2,1008.6,9.0,24.6,31.3,29.7,8.0,17.4,17.9,206.6,22.3,685.9666666666667,11,2,-0.7132504491541817,-0.7009092642998509,False,True
80.7,1009.5,7.6,24.2,30.8,34.7,7.0,17.2,17.3,201.1,17.6,685.15,11,3,-0.6896195437356697,-0.7241718614374676,False,True
75.5,1011.2,13.0,22.7,29.3,37.4,7.0,17.1,17.5,204.7,24.5,684.35,11,4,0.8260982944957639,0.5635260489375714,False,True
69.7,1012.2,14.0,21.0,28.3,35.9,8.0,18.2,19.4,223.8,27.0,683.55,11,5,0.8079898838980305,0.5891963573533421,False,True
67.8,1011.8,15.1,20.0,27.3,14.3,8.0,18.2,19.5,227.8,26.3,682.75,11,6,0.7569950556517564,0.6534206039901054,False,True
73.8,1012.1,13.0,21.0,26.9,13.4,8.0,17.4,18.4,212.6,22.7,681.9666666666667,11,0,0.6520984038303922,0.7581343361976522,False,True
75.2,1012.6,11.9,21.3,27.1,24.0,8.0,17.3,18.3,213.0,22.0,681.2,11,1,0.4848096202463371,0.8746197071393957,False,True
71.9,1013.7,14.4,20.4,26.6,26.0,8.0,17.3,18.3,212.5,25.9,680.45,11,2,0.6129070536529765,0.7901550123756904,False,True
62.0,1014.9,15.8,16.3,24.5,15.6,8.0,17.4,20.1,234.0,28.8,679.7166666666667,11,3,0.754709580222772,0.6560590289905073,False,True
65.7,1014.8,14.6,16.9,24.0,13.0,8.0,17.4,20.0,234.2,26.3,678.9833333333333,11,4,0.754709580222772,0.6560590289905073,False,True
65.4,1015.5,15.8,16.9,24.2,15.8,8.0,17.4,19.4,224.6,29.5,678.2666666666667,11,5,0.8290375725550417,0.5591929034707469,False,True
62.9,1016.1,20.2,16.5,24.3,30.7,8.0,17.4,19.8,229.1,36.0,677.55,11,6,0.7626683296956883,0.6467897795104595,False,True
61.0,1015.7,22.3,16.1,24.4,39.0,8.0,17.4,19.4,226.0,40.3,676.85,11,0,0.8069603121438019,0.5906056676199254,False,True
62.3,1014.0,18.7,16.5,24.4,30.9,8.0,17.4,19.6,227.5,33.8,676.2,11,1,0.7604059656000309,0.6494480483301837,False,True
66.6,1014.0,18.0,17.6,24.6,10.6,8.0,17.4,19.8,229.0,33.5,675.5166666666667,11,2,0.8668967489356029,0.49848773975383026,False,True
71.1,1014.2,17.6,20.6,27.9,35.5,8.0,17.4,18.2,211.1,32.0,674.8833333333333,11,3,0.8367643134589616,0.5475632234925503,False,True
77.7,1015.7,22.0,22.8,28.9,35.7,7.0,17.4,15.6,180.9,39.6,674.2333333333333,11,4,0.6908824110768584,0.7229671459095681,False,True
82.4,1015.3,16.2,23.4,28.3,33.7,7.0,17.4,17.8,206.8,30.2,673.6166666666667,11,5,0.6238795967093862,0.7815204724188187,False,True
81.7,1015.1,16.2,23.1,27.9,79.8,7.0,17.4,15.4,178.2,29.5,673.0166666666667,11,6,0.5269557954966775,0.849892692986864,False,True
77.6,1015.5,17.6,22.1,27.2,58.4,7.0,17.1,15.2,176.5,32.0,672.4333333333333,11,0,0.6170358751407488,0.7869350219613372,False,True
73.5,1015.4,17.3,20.2,25.7,26.6,8.0,16.9,18.4,214.1,33.5,671.8666666666667,11,1,0.636078220277764,0.77162458338772,False,True
75.7,1015.5,18.4,20.1,25.1,39.5,8.0,16.7,18.2,211.1,33.8,671.3166666666667,11,2,0.6184083953575542,0.7858568931754019,False,True
70.0,1015.6,19.4,18.3,24.5,20.6,8.0,16.8,18.3,212.7,35.6,670.7833333333333,11,3,0.6613118653236518,0.7501110696304596,False,True
65.1,1014.2,18.0,17.1,24.3,29.2,7.0,17.1,17.4,200.7,33.8,670.2666666666667,11,4,0.8161375900801603,0.5778576243835053,False,True
75.9,1013.0,22.7,20.3,25.3,59.2,6.0,17.1,13.8,158.4,38.5,669.7666666666667,11,5,0.7181262977631888,0.6959127965923143,False,True
78.6,1012.8,21.2,21.1,25.3,87.5,6.0,16.8,13.3,152.8,39.2,669.3,11,6,0.6441236297613865,0.7649214009184317,False,True
79.0,1013.3,20.2,19.8,23.8,97.6,5.0,15.6,8.0,91.6,38.5,668.8333333333334,12,0,0.7265746709709759,0.687087510804423,False,True
76.3,1013.2,18.0,19.6,24.1,96.1,6.0,17.1,10.4,120.1,33.8,668.4,12,1,0.7419758409756164,0.6704266189587991,False,True
78.1,1014.5,19.8,20.8,25.3,93.6,6.0,17.7,13.2,152.6,33.5,667.9666666666667,12,2,0.7649214009184319,0.6441236297613865,False,True
74.5,1015.7,18.0,20.1,25.4,65.6,7.0,16.8,16.3,189.1,32.0,667.5833333333334,12,3,0.6921431738704068,0.7217602280983622,False,True
71.5,1016.8,19.8,18.6,24.3,41.8,7.0,16.7,17.6,202.7,36.0,667.2,12,4,0.6883545756937539,0.7253743710122876,False,True
70.0,1016.9,16.6,17.5,23.6,37.2,8.0,17.0,17.9,208.1,31.0,666.85,12,5,0.7193398003386512,0.6946583704589973,False,True
70.7,1016.7,16.2,17.1,23.0,54.6,8.0,17.2,18.2,209.5,30.6,666.5,12,6,0.7217602280983623,0.6921431738704068,False,True
71.4,1015.9,14.8,17.0,22.9,54.2,8.0,17.4,18.4,212.2,28.1,666.1833333333333,12,0,0.7384553406258838,0.6743023875837234,False,True
69.2,1015.1,16.9,16.6,23.1,75.6,8.0,17.3,17.9,206.6,31.3,665.8833333333333,12,1,0.7337298645028765,0.6794413042615165,False,True
68.9,1015.9,18.7,16.8,23.2,50.8,8.0,17.3,18.3,210.4,34.2,665.6166666666667,12,2,0.7466381822853914,0.6652303546543609,False,True
65.9,1015.1,15.5,15.5,22.7,13.9,8.0,17.4,18.6,215.8,30.2,665.3666666666667,12,3,0.6858183529273763,0.7277727576572105,False,True
65.1,1014.5,13.0,15.0,22.4,9.3,8.0,17.4,18.6,214.2,26.3,665.15,12,4,0.8280603346224944,0.5606389945632417,False,True
70.2,1014.9,14.0,16.4,22.5,4.5,8.0,18.3,18.2,210.2,28.4,664.9333333333333,12,5,0.7095707365365209,0.7046342099635946,False,True
73.9,1015.5,14.8,17.8,23.0,26.4,8.0,17.0,18.1,208.4,29.9,664.75,12,6,0.7071067811865476,0.7071067811865476,False,True
74.9,1015.7,14.0,18.0,23.1,10.5,8.0,16.7,18.0,206.9,28.1,664.6,12,0,0.6768759696826608,0.7360970871197343,False,True
77.6,1015.4,14.8,18.7,23.2,12.0,8.0,16.7,18.1,209.0,28.4,664.45,12,1,0.7169106076504828,0.6971651028545646,False,True
81.1,1016.2,10.8,19.3,23.1,10.3,8.0,16.7,18.1,207.6,22.7,664.35,12,2,0.5475632234925503,0.8367643134589616,False,True
78.8,1015.6,12.6,18.3,22.6,11.2,8.0,16.7,18.0,207.2,25.6,664.25,12,3,0.4771587602596084,0.8788171126619654,False,True
74.2,1014.1,10.4,17.2,22.4,7.7,7.0,16.7,16.9,195.9,21.2,664.2,12,4,0.4863353804234905,0.8737722230354652,False,True
72.0,1013.0,11.2,16.4,22.0,9.0,8.0,16.7,18.1,208.8,23.4,664.15,12,5,0.7217602280983623,0.6921431738704068,False,True
76.2,1014.3,15.8,18.0,22.6,13.7,7.0,16.7,16.1,185.6,31.3,664.1166666666667,12,6,0.7169106076504828,0.6971651028545646,False,True
75.5,1014.3,14.8,17.9,22.6,27.0,7.0,16.7,15.6,178.3,30.2,664.1166666666667,12,0,0.7132504491541817,0.7009092642998509,False,True
76.6,1013.6,11.5,17.7,22.2,66.6,8.0,16.7,17.5,203.5,25.6,664.15,12,1,0.6781596698680707,0.7349145951499598,False,True
76.5,1013.7,13.3,17.8,22.4,21.7,8.0,16.7,18.1,207.6,26.3,664.2,12,2,0.7265746709709759,0.687087510804423,False,True
77.2,1014.6,14.4,18.1,22.6,15.9,7.0,16.7,16.8,193.6,28.4,664.2833333333333,12,3,0.6959127965923143,0.7181262977631888,False,True
77.6,1014.5,14.4,18.3,22.7,21.6,7.0,16.7,15.6,180.4,27.7,664.3666666666667,12,4,0.6586894601186806,0.7524149088957244,False,True
78.5,1014.7,12.2,18.5,22.7,14.2,7.0,16.7,16.8,194.6,25.9,664.4833333333333,12,5,0.5180270093731303,0.8553642601605066,False,True
77.6,1015.2,10.8,18.1,22.5,9.3,8.0,16.7,18.0,208.5,24.5,664.6333333333333,12,6,0.5150380749100542,0.8571673007021123,False,True
77.8,1015.0,14.0,18.1,22.4,27.5,8.0,16.7,17.6,205.0,27.7,664.8166666666667,12,0,0.6374239897486897,0.7705132427757893,False,True
80.8,1013.9,14.0,19.0,22.7,21.9,7.0,17.6,17.3,200.9,27.0,664.9833333333333,12,1,0.5577451089796901,0.8300122850953675,False,True
82.3,1012.3,14.8,19.8,23.2,15.5,7.0,16.6,17.2,199.1,27.4,665.2166666666667,12,2,0.40992303384157275,0.912120116172273,False,True
83.7,1012.9,15.1,20.3,23.4,19.9,7.0,16.6,16.8,193.8,29.9,665.4333333333333,1,3,0.33873792024529126,0.9408807689542256,False,True
82.8,1014.9,14.8,20.2,23.6,21.6,8.0,16.7,17.6,203.5,30.6,665.7,1,4,0.5165333288666419,0.8562670846003282,False,True
81.4,1016.0,12.6,19.6,23.3,18.3,8.0,16.7,17.2,198.7,23.4,665.9833333333333,1,5,0.6401096994849554,0.7682835235935234,False,True
81.8,1016.7,11.5,19.3,22.8,10.3,8.0,17.7,16.8,193.3,26.3,666.2833333333333,1,6,0.5269557954966775,0.849892692986864,False,True
81.9,1017.1,14.0,19.8,23.3,14.1,7.0,16.7,16.3,188.5,27.7,666.6,1,0,0.5906056676199254,0.8069603121438019,False,True
77.9,1017.6,19.4,18.8,23.1,26.5,8.0,16.7,18.2,211.8,38.5,666.95,1,1,0.6266038113644605,0.7793379649314741,False,True
72.2,1018.4,20.2,16.6,22.1,14.6,8.0,16.9,19.0,220.7,35.6,667.3166666666667,1,2,0.5835412113561176,0.8120835268918062,False,True
66.1,1018.5,20.9,15.1,22.1,20.3,8.0,17.2,19.0,221.5,36.4,667.7166666666667,1,3,0.6946583704589973,0.7193398003386512,False,True
61.1,1017.5,19.8,13.7,21.8,51.6,8.0,17.3,18.2,209.7,36.4,668.1166666666667,1,4,0.6996633405133654,0.7144726796328034,False,True
55.8,1016.8,16.9,12.8,22.6,86.1,5.0,17.4,9.2,104.3,31.0,668.55,1,5,0.7501110696304596,0.6613118653236518,True,False
54.1,1018.1,17.6,13.4,23.5,79.5,6.0,17.4,10.1,115.8,35.6,668.9833333333333,1,6,0.8161375900801603,0.5778576243835053,True,False
58.0,1018.9,20.9,14.8,23.7,41.1,7.0,17.4,17.5,203.3,37.8,669.4666666666667,1,0,0.6184083953575542,0.7858568931754019,True,False
66.1,1017.7,14.0,16.3,23.4,25.4,8.0,17.4,18.8,217.6,27.7,669.9333333333333,1,1,0.5692795234308443,0.8221440410307373,False,True
77.0,1015.5,15.5,18.1,22.6,5.7,8.0,17.5,18.8,217.5,27.4,670.45,1,2,-0.999559860119384,0.02966624408511081,False,True
80.3,1014.7,15.1,19.3,23.2,5.2,8.0,16.7,18.4,212.3,28.8,670.9666666666667,1,3,-0.4051415867798625,0.9142539552342638,False,True
76.7,1014.8,13.0,18.3,23.0,6.9,8.0,16.7,19.4,223.8,27.0,671.5333333333333,1,4,0.43837114678907746,0.898794046299167,False,True
71.8,1013.3,10.8,16.6,22.3,1.1,8.0,17.2,19.7,228.2,23.8,672.0833333333334,1,5,-0.08541692313736764,0.9963452961909064,False,True
76.3,1012.2,12.6,17.4,22.1,0.5,8.0,16.7,19.3,224.5,25.6,672.6666666666666,1,6,-0.8201518758737721,0.5721458734455162,False,True
79.1,1013.4,13.3,18.3,22.4,2.1,8.0,17.6,19.3,224.4,24.1,673.2666666666667,1,0,-0.6481199010631309,0.7615383075367367,False,True
78.6,1014.1,16.6,18.2,22.5,0.2,8.0,16.8,19.7,226.7,28.1,673.8666666666667,1,1,0.5562956155003048,0.8309844692743283,False,True
65.7,1015.4,14.4,15.7,23.0,1.0,8.0,17.9,20.0,232.0,28.4,674.5,1,2,0.7569950556517564,0.6534206039901054,False,True
70.6,1016.0,13.0,17.3,23.3,12.1,8.0,17.0,19.6,227.5,26.6,675.15,1,3,0.6921431738704068,0.7217602280983622,False,True
76.0,1017.2,19.4,18.9,23.7,17.7,7.0,17.8,18.6,214.9,38.2,675.8,1,4,0.6197790317951402,0.7847763705330829,False,True
72.5,1017.7,17.3,18.8,24.5,49.7,7.0,17.1,12.8,149.8,31.0,676.4833333333333,1,5,0.7869350219613372,0.6170358751407486,False,True
70.5,1016.5,15.5,17.8,24.1,19.0,8.0,17.2,18.5,214.4,28.8,677.1666666666666,1,6,0.6142852000989432,0.7890840848346907,False,True
69.0,1017.6,13.3,17.2,23.8,4.8,8.0,17.4,20.1,232.4,26.3,677.8666666666667,1,0,0.6156614753256583,0.788010753606722,False,True
73.0,1018.2,12.2,18.1,23.7,12.8,8.0,16.9,20.0,231.5,25.6,678.6,1,1,0.35999680812005125,0.932953534825489,False,True
78.2,1016.7,13.3,19.2,23.6,10.0,8.0,16.7,19.3,225.3,28.4,679.3166666666667,1,2,-0.42261826174069933,0.90630778703665,False,True
80.2,1016.0,12.6,20.0,24.1,8.3,8.0,17.7,19.8,228.6,28.8,680.0666666666667,1,3,-0.020942419883356926,0.9997806834748455,False,True
78.5,1016.9,14.0,19.7,24.2,12.1,8.0,16.8,19.6,227.6,28.4,680.8166666666667,1,4,0.5821229701572894,0.8131007610470277,False,True
79.4,1017.3,17.3,20.2,24.4,18.8,8.0,16.7,19.0,220.6,34.2,681.5833333333334,1,5,0.4893824517488462,0.8720692724321206,False,True
79.9,1017.2,16.9,20.4,24.4,39.7,8.0,16.7,18.2,209.3,34.6,682.3666666666667,2,6,0.3321611318837034,0.943222657947601,False,True
77.9,1017.0,18.4,20.1,24.6,23.1,8.0,16.7,20.1,230.6,33.1,683.1666666666666,2,0,0.48328238325500233,0.8754645270000179,False,True
76.7,1017.5,18.7,19.5,24.2,14.4,8.0,16.7,20.1,234.1,34.6,683.9666666666667,2,1,0.5075383629607042,0.8616291604415257,False,True
71.2,1017.7,20.5,18.5,24.5,47.3,8.0,17.0,19.7,227.0,37.8,684.7833333333333,2,2,0.6156614753256583,0.788010753606722,False,True
69.1,1017.6,17.3,17.7,24.2,6.0,9.0,17.2,20.8,240.7,33.1,685.6166666666667,2,3,0.6197790317951402,0.7847763705330829,False,True
69.5,1017.2,14.4,17.5,24.0,1.4,9.0,17.2,20.9,242.6,32.0,686.4333333333333,2,4,-0.14435620100097324,0.9895257890689695,False,True
66.6,1015.1,14.8,17.1,24.4,0.5,9.0,17.4,21.2,246.0,29.5,687.2833333333333,2,5,-0.985996037070505,-0.16676874671610195,False,True
71.3,1014.6,17.3,17.9,23.9,1.6,9.0,17.3,21.5,247.9,33.1,688.15,2,6,0.10973431109104514,0.9939609554551797,False,True
75.3,1014.7,14.8,18.7,23.9,7.4,9.0,17.3,21.1,245.1,31.0,689.0,2,0,-0.9316912275855489,0.3632512304729784,False,True
73.9,1015.7,14.4,18.8,24.1,34.7,9.0,17.2,20.9,241.8,30.6,689.8666666666667,2,1,-0.6691306063588582,0.7431448254773942,False,True
72.9,1017.2,13.7,18.3,23.9,7.1,9.0,17.2,21.6,250.3,28.8,690.75,2,2,0.09758289975914945,0.9952273999818312,False,True
68.7,1016.1,15.5,17.5,24.1,22.7,9.0,17.4,21.9,254.5,31.3,691.65,2,3,0.20449605184179023,0.978867388761685,False,True
70.2,1015.1,16.6,18.0,24.4,19.2,9.0,17.3,21.5,250.5,32.0,692.5333333333333,2,4,-0.8424523970071477,0.5387707850068628,False,True
75.9,1013.9,14.0,19.7,24.9,4.3,9.0,16.8,21.1,245.0,29.5,693.45,2,5,-0.997915618272179,-0.06453230825295783,False,True
78.2,1013.2,19.1,20.7,25.5,3.3,9.0,16.8,21.5,249.7,36.7,694.35,2,6,-0.8580649057236445,-0.5135412520581701,False,True
79.2,1013.1,15.5,21.2,26.0,6.5,9.0,16.7,21.3,247.6,31.3,695.2666666666667,2,0,-0.9943379441332046,0.10626407133623336,False,True
77.3,1013.5,17.6,20.5,25.5,12.1,9.0,16.7,21.2,245.4,33.5,696.1833333333333,2,1,-0.005235963831419415,0.9999862922474267,False,True
73.4,1013.7,14.8,19.5,25.2,5.6,9.0,17.0,22.3,257.0,30.2,697.1166666666667,2,2,-0.36487678433761966,0.9310558158625283,False,True
70.9,1014.3,16.9,19.0,25.3,14.3,9.0,17.2,21.8,253.3,33.5,698.05,2,3,0.37298778257580895,0.92783625389892,False,True
63.9,1014.9,19.8,17.6,25.8,4.7,9.0,17.4,22.2,258.1,36.4,698.9833333333333,2,4,0.6306758074312863,0.7760464070665459,False,True
65.4,1011.9,15.8,18.0,25.9,5.2,9.0,17.4,22.2,258.1,28.8,699.9333333333333,2,5,-0.13744454603714668,0.9905094632383088,False,True
75.4,1009.7,19.8,21.5,27.4,12.5,9.0,17.4,21.0,242.1,36.0,700.8833333333333,2,6,-0.9882283814465528,0.1529858362840384,False,True
76.7,1009.4,13.7,22.2,28.3,25.7,9.0,17.4,19.7,229.8,23.8,701.85,2,0,-0.9622179935292854,-0.27228024704057435,False,True
76.5,1010.7,14.0,22.1,27.9,56.1,9.0,18.2,19.1,219.1,29.9,702.8,2,1,-0.9905094632383088,0.13744454603714665,False,True
75.9,1011.7,15.1,21.7,27.5,41.1,9.0,17.1,19.9,230.4,28.1,703.7666666666667,2,2,-0.997915618272179,0.06453230825295762,False,True
73.9,1010.6,12.6,21.3,27.6,21.2,7.0,17.4,19.0,222.4,23.8,704.7333333333333,2,3,-0.9114032766354452,-0.4115143586051089,False,True
77.7,1009.2,15.8,22.5,28.3,8.4,9.0,17.3,21.0,242.0,32.0,705.7166666666667,2,4,-0.9323238012155122,-0.36162457008209226,False,True
78.0,1008.9,20.5,22.6,28.5,4.9,9.0,17.3,21.6,249.8,37.8,706.6833333333333,2,5,-0.8580649057236445,-0.5135412520581701,False,True
76.5,1009.3,23.0,22.4,28.8,8.5,9.0,17.0,20.5,237.1,40.3,707.6666666666666,3,6,-0.7858568931754021,-0.6184083953575539,False,True
69.3,1010.5,23.4,21.5,29.4,10.5,9.0,17.2,20.5,235.9,40.0,708.65,3,0,-0.744311546231154,-0.6678325554710467,False,True
69.2,1011.4,18.4,21.3,29.1,0.3,9.0,17.4,22.9,265.0,34.6,709.6333333333333,3,1,-0.9149596678498247,-0.4035452963523902,False,True
76.0,1011.7,18.0,22.3,28.9,0.3,9.0,18.2,23.6,271.5,36.4,710.6166666666667,3,2,-0.7793379649314742,-0.6266038113644604,False,True
74.8,1009.2,18.7,22.6,29.8,0.0,9.0,17.1,23.8,276.1,36.0,711.6166666666667,3,3,-0.7313537016191706,-0.6819983600624984,False,True
81.8,1008.4,20.5,23.8,30.0,0.9,9.0,16.7,23.7,272.7,39.2,712.6,3,4,-0.782608156852414,-0.6225146366376194,False,True
81.2,1010.4,20.9,23.9,30.2,17.3,9.0,17.2,21.0,243.7,37.1,713.6,3,5,-0.9265286308718373,-0.37622426313936547,False,True
77.0,1011.7,18.7,23.2,30.2,25.8,9.0,17.3,21.4,246.2,37.1,714.6,3,6,-0.8957117602394128,-0.44463517918492756,False,True
77.3,1013.0,18.4,23.0,29.3,21.9,8.0,17.4,19.4,225.9,35.6,715.6,3,0,-0.9443763702374811,-0.3288666467385831,False,True
73.1,1013.9,18.0,21.8,28.6,4.7,9.0,17.3,23.9,275.6,34.2,716.6,3,1,-0.8358073613682702,-0.5490228179981318,False,True
69.9,1012.2,22.3,21.3,29.2,2.2,9.0,17.4,22.6,259.1,39.6,717.6,3,2,-0.7954734808548958,-0.6059884002657112,False,True
73.9,1009.8,22.0,22.6,30.3,0.2,10.0,17.4,23.7,274.3,39.2,718.6166666666667,3,3,-0.8181497174250235,-0.5750052520432785,False,True
82.0,1009.6,23.0,23.9,29.6,10.3,10.0,18.1,23.6,273.9,40.3,719.6,3,4,-0.8300122850953675,-0.5577451089796901,False,True
80.0,1011.5,25.6,23.6,29.7,7.1,9.0,17.4,23.7,274.2,44.6,720.6166666666667,3,5,-0.7996846584870904,-0.6004202253258842,False,True
78.6,1012.1,25.6,23.3,29.4,8.4,9.0,17.4,23.3,270.6,41.0,721.6333333333333,3,6,-0.7986355100472928,-0.6018150231520484,False,True
77.5,1011.2,23.0,22.9,29.0,13.0,9.0,17.9,22.5,261.2,38.2,722.6333333333333,3,0,-0.8048937973559143,-0.5934188866037013,False,True
76.6,1011.2,18.0,22.8,29.2,34.2,9.0,18.2,23.3,269.0,34.9,723.6333333333333,3,1,-0.8589598969306643,-0.5120428648705717,False,True
76.1,1011.9,19.1,22.8,29.6,44.0,9.0,17.9,23.2,269.0,35.6,724.65,3,2,-0.8377187166204388,-0.546101961014429,False,True
73.6,1012.2,19.8,21.8,28.6,36.4,9.0,17.6,21.8,250.6,35.6,725.6666666666666,3,3,-0.759271307334881,-0.6507742172658507,False,True
72.7,1010.5,22.0,20.9,27.5,23.1,9.0,18.1,22.7,264.5,41.4,726.65,3,4,-0.745475999682862,-0.6665324702494526,False,True
